"name","gender"
"Barbara Jefford",1
"Barbara Jo Allen",1
"Barbara Johnston",1
"Barbara Jones",1
"Barbara Kellerman",1
"Barbara Kent",1
"Barbara Keogh",1
"Barbara Kopple",1
"Barbara Kowa",1
"Barbara Krafftówna",1
"Barbara Kuklinski",1
"Barbara Laage",1
"Barbara Lang",1
"Barbara Larsen",1
"Barbara Lasater",1
"Barbara Lass",1
"Barbara Lawrence",1
"Barbara Leake",1
"Barbara Leigh",1
"Barbara Leigh-Hunt",1
"Bárbara Lennie",1
"Barbara Lerici",1
"Barbara Loden",1
"Bárbara Lombardo",1
"Barbara London",1
"Barbara Lott",1
"Barbara Luddy",1
"BarBara Luna",1
"Barbara Magdalena Ahren",1
"Barbara Maggio",1
"Barbara Magnolfi",1
"Barbara Mamabolo",1
"Barbara Mandrell",1
"Barbara Marineau",1
"Barbara Marten",1
"Barbara McLean",1
"Barbara McNair",2
"Barbara Minkus",1
"Barbara Montgomery",1
"Bárbara Mori",1
"Barbara Morrison",1
"Barbara Mullen",1
"Bárbara Muñoz",1
"Barbara Murray",1
"Barbara Nedeljakova",1
"Barbara New",1
"Barbara Nichols",1
"Barbara Niven",1
"Barbara ONeil",1
"Barbara Parkins",1
"Barbara Payton",1
"Barbara Peckinpaugh",1
"Bárbara Pérez-Solero",1
"Barbara Perry",1
"Barbara Petricini-Buxton",1
"Barbara Pilavin",1
"Barbara Radecki",1
"Barbara Rafferty",1
"Barbara Ramella",1
"Barbara Read",1
"Bárbara Rey",1
"Barbara Rhoades",1
"Barbara Robertson",1
"Barbara Ross English",1
"Barbara Ruick",1
"Barbara Rush",1
"Barbara Sammeth",1
"Barbara Sarafian",1
"Barbara Schulz",1
"Barbara Scott",1
"Barbara Sheldon",1
"Barbara Shelley",1
"Barbara Singer",1
"Barbara Spiegel",1
"Barbara Stanwyck",1
"Barbara Steele",1
"Barbara Stock",1
"Barbara Stuart",1
"Barbara Sukowa",1
"Barbara Szeman",1
"Barbara Tabita",1
"Barbara Tarbuck",1
"Barbara Tennant",1
"Barbara Tyson",1
"Barbara Valentin",1
"Barbara Valmorin",1
"Barbara Wallace",1
"Barbara Walters",1
"Barbara Weeks",1
"Barbara Werle",1
"Barbara West",1
"Barbara Whinnery",1
"Barbara White",1
"Barbara Whiting",1
"Barbara Williams",1
"Barbara Wilson",1
"Barbara Windsor",1
"Barbarella Pardo",1
"Barbet Schroeder",2
"Barbi Alison",1
"Barbi Benton",1
"Barbie Forteza",1
"Barbii",1
"Barbora Bobuľová",1
"Barbora Kodetová",1
"Barboura Morris",1
"Barbro Hiort af Ornäs",1
"Barbro Kollberg",1
"Barclay Hope",2
"Bari K. Willerford",2
"Baris Falay",2
"Barış Sezer",2
"Barna Moricz",2
"Barnabás Réti",2
"Barnaby Kay",2
"Barnaby Metschurat",2
"Barnett OHara",2
"Barnett Parker",2
"Barney Clark",2
"Barney Gilmore",2
"Barney McFadden",2
"Barney OSullivan",2
"Barney Phillips",2
"Baron Hill",2
"Barra Grant",1
"Barret Hackney",2
"Barret Oliver",2
"Barret Swatek",1
"Barrett Perlman",1
"Barrie Dunn",2
"Barrie Houghton",2
"Barrie Ingham",2
"Barry Andrews",2
"Barry Atwater",2
"Barry Barnes",2
"Barry Bell",2
"Barry Bernard",2
"Barry Bernardi",2
"Barry Blueian",2
"Barry Bostwick",2
"Barry Brenner",2
"Barry Brown",2
"Barry Cahill",2
"Barry Chernoh",2
"Barry Coe",2
"Barry Cooper",2
"Barry Corbin",2
"Barry Curtis",2
"Barry Cutler",2
"Barry Del Sherman",2
"Barry Dennen",2
"Barry Downing",2
"Barry Fitzgerald",2
"Barry Flatman",2
"Barry Ford",2
"Barry Foster",2
"Barry Gibb",2
"Barry Goldwater",2
"Barry Gordon",2
"Barry Humphries",2
"Barry J. Ratcliffe",2
"Barry Jones",2
"Barry Katz",2
"Barry Keegan",2
"Barry Kelley",2
"Barry Keoghan",2
"Barry Kivel",2
"Barry Letts",2
"Barry Levinson",2
"Barry Livingston",2
"Barry Lowe",2
"Barry Lynch",2
"Barry MacGregor",2
"Barry MacKay",2
"Barry Manilow",2
"Barry McEvoy",2
"Barry McGovern",2
"Barry Miller",2
"Barry Morse",2
"Barry Neikrug",2
"Barry Nelson",2
"Barry Newman",2
"Barry Otto",2
"Barry Pearl",2
"Barry Pepper",2
"Barry Price",2
"Barry Primus",2
"Barry Russo",2
"Barry Sanders",2
"Barry Sattels",2
"Barry Scott",2
"Barry Shabaka Henley",2
"Barry Shawzin",2
"Barry Sigismondi",2
"Barry Snider",2
"Barry Sonnenfeld",2
"Barry Stanton",2
"Barry Sullivan",2
"Barry Thomas",2
"Barry Truex",2
"Barry Tubb",2
"Barry W. Blaustein",2
"Barry Walsh",2
"Barry Ward",2
"Barry Warren",2
"Barry Watson",2
"Barry White",2
"Barry Whitnell",2
"Barry Wiggins",2
"Barry Williams",2
"Barry Yourgrau",2
"Bart Anderson",2
"Bart Braverman",2
"Bart Burns",2
"Bart Conner",2
"Bart de Rijk",2
"Bart Edwards",2
"Bart Hansard",2
"Bart Johnson",2
"Bart Klever",2
"Bart Rochon",2
"Bart Ruspoli",2
"Bart Sumner",2
"Bart Voitila",2
"Barta Barri",2
"Barta Heiner",1
"Bartlett Robinson",2
"Bartłomiej Topa",2
"Barton Bund",2
"Barton Heyman",2
"Barton MacLane",2
"Barton Yarborough",2
"Bartosz Obuchowicz",2
"Bartosz Porczyk",2
"Bartosz Wandrykow",2
"Bartosz Żukowski",2
"Bas Hoeflaak",2
"Bas Rutten",2
"Bas van Prooijen",2
"Basil Dignam",2
"Basil Gill",2
"Basil Henson",2
"Basil Hoffman",2
"Basil Radford",2
"Basil Rathbone",2
"Basil Ruysdael",2
"Basil Sydney",2
"Basil Wallace",2
"Basse",2
"Bastiaan Ragas",2
"Bastian Pastewka",2
"Bates Wilder",2
"Bathsheba Garnett",1
"Bawriboon Chanreuang",2
"Baxter Harris",2
"Baya Medhaffer",1
"Bayani Agbayani",2
"Baybi Day",1
"Baynes Barron",2
"BD Wong",2
"Bea Arthur",1
"Bea Benaderet",1
"Bea-Marie Rück",1
"Beach Dickerson",2
"Beah Richards",1
"Beam Papangkorn",2
"Beanie Sigel",2
"Bear McCreary",2
"Beata Greneche",1
"Beata Lehmann",1
"Beate Maes",1
"Beatie Edney",1
"Beatrice Bancroft",1
"Beatrice Blinn",1
"Beatrice Boepple",1
"Béatrice Dalle",1
"Beatrice Gray",1
"Béatrice Jean-Philippe",1
"Beatrice Kay",1
"Beatrice Krebs",1
"Beatrice Lillie",1
"Beatrice Manley",1
"Béatrice Michel",1
"Beatrice Pearson",1
"Beatrice Pons",1
"Beatrice Roberts",1
"Béatrice Romand",1
"Beatrice Rosen",1
"Beatrice Straight",1
"Beatrice Valente",1
"Beatrice Zeilinger",1
"Beatrix Lehmann",1
"Béatrix Van Til",1
"Beatriz Batarda",1
"Beatriz Dorta",1
"Beatriz Escudero",1
"Beatriz Ramos",1
"Beatriz Sheridan",1
"Beau Baxter",2
"Beau Billingslea",2
"Beau Brasseaux",2
"Beau Bridges",2
"Beau Dremann",2
"Beau Garrett",1
"Beau Holden",2
"Beau James",2
"Beau Mirchoff",2
"Beau Schneider",2
"Beau Sia",2
"Beau Starr",2
"Beau van Erven Dorens",2
"Beba Lončar",1
"Bebe Cave",1
"Bebe Daniels",1
"Bebe Drake",1
"Bebe Neuwirth",1
"Bebe Wood",1
"Bebiane Ivalo Kreutzmann",1
"Becca Gardner",1
"Becca Marks",1
"Becca Sweitzer",1
"Bechir Sylvain",2
"Beck",2
"Beck Bennett",2
"Beckett Clayton-Luce",2
"Beckham Skodje",2
"Becki Newton",1
"Becky Ann Baker",1
"Becky Baeling",1
"Becky G",1
"Becky Gonzalez",1
"Becky Johnston",1
"Becky LeBeau",1
"Becky ODonohue",1
"Becky Rosso",1
"Becky Wu",1
"Bede Fazekas Szabolcs",2
"Bedy Moratti",1
"Bee Duffell",1
"Bee Vang",2
"Beejan Land",2
"Beena Banerjee",1
"Beeson Carroll",2
"Begoña Narváez",1
"Begonya Plaza",1
"Begum Burian",1
"Behtash Fazlali",2
"Bejay Baddin",1
"Bek Nelson",1
"Bekah Saidman-Krauss",1
"Bekir Kurtis",2
"Bel Hernandez",1
"Bel Powley",1
"Bela B.",2
"Béla Fleck",2
"Bela Grushka",1
"Bela Klentze",2
"Bela Lugosi",2
"Belén Chavanne",1
"Belén Cuesta",1
"Belén Esteban",1
"Belén Fabra",1
"Belén López",1
"Belen Rosenberg",1
"Belén Rueda",1
"Belgin Doruk",1
"Belinda Balaski",1
"Belinda Bauer",1
"Belinda Carlisle",1
"Belinda Gosbee",1
"Belinda Lee",1
"Belinda Mayne",1
"Belinda McClory",1
"Belinda Metz",1
"Belinda Montgomery",1
"Belinda Stewart-Wilson",1
"Belita",1
"Belita Moreno",1
"Bella Ava Georgiou",1
"Bella Darvi",1
"Bella Dayne",1
"Bella DiDomenico",1
"Bella Enahoro",1
"Bella Heathcote",1
"Bella Hudson",1
"Bella Ivory",1
"Bella Thorne",1
"Belladonna",1
"Bellamy Young",1
"Belle Avery",1
"Belle Bennett",1
"Belle Hengsathorn",1
"Belle Knox",1
"Belle Mitchell",1
"Belmarie Huynh",1
"Belynda Dix",1
"Ben Abelsma",2
"Ben Affleck",2
"Ben Afful",2
"Ben Aldridge",2
"Ben Alexander",2
"Ben Allison",2
"Ben Astar",2
"Ben Bailey Smith",2
"Ben Bard",2
"Ben Barenholtz",2
"Ben Barnes",2
"Ben Becker",2
"Ben Begley",2
"Ben Best",2
"Ben Bishop",2
"Ben Bledsoe",2
"Ben Blue",2
"Ben Bode",2
"Ben Bonenfant",2
"Ben Bray",2
"Ben Brazier",2
"Ben Browder",2
"Ben Burtt",2
"Ben Cardinal",2
"Ben Carolan",2
"Ben Carr",2
"Ben Carruthers",2
"Ben Carter",2
"Ben Chaplin",2
"Ben Cheetham",2
"Ben Chisholm",2
"Ben Cooper",2
"Ben Corbett",2
"Ben Cotton",2
"Ben Coyle-Larner",2
"Ben Crompton",2
"Ben Cross",2
"Ben Crowley",2
"Ben Davidson",2
"Ben Davies",2
"Ben Diskin",2
"Ben Dova",2
"Ben Drew",2
"Ben Easter",2
"Ben Erway",2
"Ben Falcone",2
"Ben Farrow",2
"Ben Faulkner",2
"Ben Feldman",2
"Ben Fiore",2
"Ben Foster",2
"Ben Fransham",2
"Ben Fritz",2
"Ben Garant",2
"Ben Gaule",2
"Ben Gazzara",2
"Ben Geurens",2
"Ben Greaves-Neal",2
"Ben Hall",2
"Ben Hammer",2
"Ben Harper",2
"Ben Hart",2
"Ben Hecht",2
"Ben Hendricks Jr.",2
"Ben Howard",2
"Ben Hyland",2
"Ben Johnson",2
"Ben Kahn",2
"Ben Kingsley",2
"Ben Lamb",2
"Ben Lee",2
"Ben Lemon",2
"Ben Lessy",2
"Ben Lewis",2
"Ben Livingston",2
"Ben Lloyd-Hughes",2
"Ben Lovett",2
"Ben Lyon",2
"Ben Mankiewicz",2
"Ben Mansfield",2
"Ben Marley",2
"Ben Masters",2
"Ben McIvor",2
"Ben McKenzie",2
"Ben Mendelsohn",2
"Ben Miles",2
"Ben Miller",2
"Ben Milliken",2
"Ben Mitchell",2
"Ben Moore",2
"Ben Murphy",2
"Ben Oxenbould",2
"Ben Piazza",2
"Ben Platt",2
"Ben Powers",2
"Ben Presley",2
"Ben Pullen",2
"Ben Ramsey",2
"Ben Rappaport",2
"Ben Ratner",2
"Ben Reed",2
"Ben Richards",2
"Ben Robson",2
"Ben Roseman",2
"Ben Rosenfield",2
"Ben Safdie",2
"Ben Salem Bouabdallah",2
"Ben Savage",2
"Ben Schnetzer",2
"Ben Schwartz",2
"Ben Shenkman",2
"Ben Shockley",2
"Ben Silverstone",2
"Ben Slack",2
"Ben Sloane",2
"Ben Smith-Petersen",2
"Ben Stambler",2
"Ben Stein",2
"Ben Steinbauer",2
"Ben Stiller",2
"Ben Syder",2
"Ben Taylor",2
"Ben Thornton",2
"Ben Tibber",2
"Ben Torgersen",2
"Ben Turner",2
"Ben Unterkofler",2
"Ben Uttley",2
"Ben Van Bergen",2
"Ben VanderMey",2
"Ben Vereen",2
"Ben Walker",2
"Ben Watson",2
"Ben Weber",2
"Ben Webster",2
"Ben Welden",2
"Ben Whishaw",2
"Ben Williams",2
"Ben Wilson",2
"Ben Winchell",2
"Ben Woolf",2
"Ben Wright",2
"Ben Wrigley",2
"Ben Youcef",2
"Ben Zeller",2
"Bendt Rothe",2
"Bene Coopersmith",2
"Benedict Campbell",2
"Benedict Carver",2
"Benedict Cumberbatch",2
"Benedict Samuel",2
"Benedict Taylor",2
"Benedict Wong",2
"Bénédicte Décary",1
"Bénédicte Loyen",1
"Bénédicte-Lala Ernoult",1
"Benedikt Erlingsson",2
"Benedikt Hösl",2
"Bengt Blomgren",2
"Bengt Brunskog",2
"Bengt Ekerot",2
"Bengt Nilsson",2
"Beni Deus",2
"Benicio del Toro",2
"Benita Ha",1
"Benita Hume",1
"Benito Martinez",2
"Benito Pacifico",2
"Benito Sagredo",2
"Benjamin Arthur",2
"Benjamin Ayres",2
"Benjamin Baroche",2
"Benjamin Boutboul",2
"Benjamin Bratt",2
"Benjamin Brock",2
"Benjamin Burdick",2
"Benjamin Charles Watson",2
"Benjamin Christensen",2
"Benjamin Dickinson",2
"Benjamin Donlow",2
"Benjamin Easterday",2
"Benjamín Fernández",2
"Benjamin Flores Jr.",2
"Benjamin Hardy",2
"Benjamin Hart",2
"Benjamin Helstad",2
"Benjamin Hendrickson",2
"Benjamin Hollingsworth",2
"Benjamin J. Cain Jr.",2
"Benjamin Kanes",2
"Benjamin Kasulke",2
"Benjamin King",2
"Benjamin Lavernhe",2
"Benjamin Lev",2
"Benjamin Lum",2
"Benjamin Lutz",2
"Benjamin Lutzke",2
"Benjamin Millepied",2
"Benjamin Morehead",2
"Benjamin Mouton",2
"Benjamin Petry",2
"Benjamin Plath",2
"Benjamin Portnoe",2
"Benjamin Rutkowski",2
"Benjamin Sadler",2
"Benjamin Salisbury",2
"Benjamin Sedillo",2
"Benjamin Stockham",2
"Benjamín Vicuña",2
"Benjamin Walker",2
"Benjamin Webster",2
"Benjamin Weir",2
"Benjamin Whitrow",2
"Benjamin Wilkinson",2
"Benji Schwimmer",2
"Benji Wilhoite",2
"Benjy Gaither",2
"Bennet Guillory",2
"Bennett Liss",2
"Bennett Ohta",2
"Bennett Wayne Dean Sr.",2
"Bennie Dixon",2
"Bennie Dobbins",2
"Bennie E. Dobbins",2
"Benno Fürmann",2
"Benno Hoffmann",2
"Benno Sterzenbach",2
"Benny Andersson",2
"Benny Baker",2
"Benny Bartlett",2
"Benny Emmanuel",2
"Benny Goodman",2
"Benny Hill",2
"Benny Lau",2
"Benny Maslov",2
"Benny Moshe",2
"Benny Nieves",2
"Benny Quan",2
"Benny Rubin",2
"Benny Urquidez",2
"Benoît Brière",2
"Benoit Chazal",2
"Benoît Delépine",2
"Benoît Gouin",2
"Benoît Jacquot",2
"Benoît Magimel",2
"Benoît Mariage",2
"Benoît McGinnis",2
"Benoît Pétré",2
"Benoît Poelvoorde",2
"Benoit Priest",2
"Benoît Verhaert",2
"Benson Fong",2
"Bent Christensen",2
"Bente Fokkens",1
"Bentley Kalu",2
"Bentley Mitchum",2
"Benton Jennings",2
"Benz Antoine",2
"Beppo Brem",2
"Bérangère McNeese",1
"Berend McKenzie",2
"Bérengère Krief",1
"Bérénice Bejo",1
"Bérénice Marlohe",1
"Bergen Williams",1
"Berivan Kaya",1
"Berkay Kaya",2
"Berkeley Harris",2
"Berlinda Tolbert",1
"Bern Hoffman",2
"Berna Roberts",1
"Bernadene Hayes",1
"Bernadette Balagtas",1
"Bernadette Birkett",1
"Bernadette Heerwagen",1
"Bernadette Lafont",1
"Bernadette Leonard",1
"Bernadette Lords",1
"Bernadette Pelletier",1
"Bernadette Peters",1
"Bernadette Withers",1
"Bernard Alane",2
"Bernard Archard",2
"Bernard Atha",2
"Bernard Barrow",2
"Bernard Behrens",2
"Bernard Blancan",2
"Bernard Blier",2
"Bernard Bloch",2
"Bernard Boudru",2
"Bernard Bresslaw",2
"Bernard Campan",2
"Bernard Cribbins",2
"Bernard Cuffling",2
"Bernard Curry",2
"Bernard Erhard",2
"Bernard Farcy",2
"Bernard Flavien",2
"Bernard Fox",2
"Bernard Fresson",2
"Bernard Freyd",2
"Bernard Gallagher",2
"Bernard Giraudeau",2
"Bernard Hepton",2
"Bernard Herrmann",2
"Bernard Hill",2
"Bernard Hocke",2
"Bernard Horsfall",2
"Bernard Johnson",2
"Bernard Kay",2
"Bernard Le Coq",2
"Bernard Lee",2
"Bernard Lloyd",2
"Bernard Madrid",2
"Bernard Miles",2
"Bernard Murat",2
"Bernard Musson",2
"Bernard Nedell",2
"Bernard Noël",2
"Bernard Palanca",2
"Bernard Rose",2
"Bernard Siegel",2
"Bernard Tronczak",2
"Bernard Verley",2
"Bernard Viguier",2
"Bernard White",2
"Bernard-Pierre Donnadieu",2
"Bernardo Badillo",2
"Bernardo Bertolucci",2
"Bernardo Mendes",2
"Bernardo P. Saracino",2
"Bernardo Ruiz",2
"Bernardo Sassetti",2
"Bernd Hoffmann",2
"Bernd Höltz",2
"Bernd Michael Lade",2
"Bernd Stegemann",2
"Bernd Tauber",2
"Bernhard Brink",2
"Bernhard Goetzke",2
"Bernhard Helfrich",2
"Bernhard Marsch",2
"Bernice Claire",1
"Bernice Pilot",1
"Bernice Stegers",1
"Bernie Casey",2
"Bernie Coulson",2
"Bernie Diamond",2
"Bernie Gozier",2
"Bernie Hamilton",2
"Bernie Hodges",2
"Bernie Kopell",2
"Bernie Mac",2
"Bernie McInerney",2
"Bernie Pollack",2
"Bernie Rachelle",2
"Bernie Sanders",2
"Bernie West",2
"Bernie Worrell",2
"Berrak Tuzunatac",1
"Berry Berenson",1
"Berry Kroeger",2
"Bert Convy",2
"Bert Dedman",2
"Bert Dillard",2
"Bert Freed",2
"Bert Haanstra",2
"Bert Hanlon",2
"Bert Holland",2
"Bert Kramer",2
"Bert Lahr",2
"Bert Luppes",2
"Bert Lytell",2
"Bert Parnaby",2
"Bert Puckett",2
"Bert Remsen",2
"Bert Roach",2
"Bert Rosario",2
"Bert Tischendorf",2
"Bertel Lauring",2
"Bertha Moss",1
"Bertha Ruiz",1
"Berthe Qvistgaard",1
"Bertil Norström",2
"Bertila Damas",1
"Berto Colon",2
"Berton Churchill",2
"Bertram Hiese",2
"Bertrand Blier",2
"Bertrand Constant",2
"Bertrand Tavernier",2
"Berwick Kaler",2
"Beryl Reid",1
"Besedka Johnson",1
"Bess Armstrong",1
"Bess Ehrhardt",1
"Bess Flowers",1
"Bess Meisler",1
"Bess Meyer",1
"Bess Motta",1
"Bess Wohl",1
"Bessie Chan",1
"Bessie Loo",1
"Bessie Love",1
"Beste Bereket",1
"Beth Adams",1
"Beth Ann Styne",1
"Beth Bailey",1
"Beth Behrs",1
"Beth Brickell",1
"Beth Broderick",1
"Beth Cordingly",1
"Beth DePatie",1
"Beth Dixon",1
"Beth Ehlers",1
"Beth Goddard",1
"Beth Gosnell",1
"Beth Grant",1
"Beth Harris",1
"Beth Howland",1
"Beth Keener",1
"Beth LaMure",1
"Beth Lapides",1
"Beth Littleford",1
"Beth Maitland",1
"Beth Malone",1
"Beth Marion",1
"Beth Miller",1
"Beth Morris",1
"Beth Orton",1
"Beth Ostrosky",1
"Beth Riesgraf",1
"Beth Rogan",1
"Beth Shak",1
"Beth Stelling",1
"Bethany Allyn",1
"Bethany Hamilton",1
"Bethany Joy Lenz",1
"Bethany Whitmore",1
"Bethel Leslie",1
"Betheny Merola",1
"Betiana Blum",1
"Beto Cuevas",2
"Betsabé Ruiz",1
"Betsy Aidem",1
"Betsy Baker",1
"Betsy Blair",1
"Betsy Borrego",1
"Betsy Brandt",1
"Betsy Brantley",1
"Betsy Clark",1
"Betsy Drake",1
"Betsy Jones-Moreland",1
"Betsy Lynn George",1
"Betsy Muniz",1
"Betsy Palmer",1
"Betsy Rue",1
"Betsy Russell",1
"Betsy Sodaro",1
"Betsy Túrnez",1
"Betta St. John",1
"Bette Davis",1
"Bette Ford",1
"Bette Gordon",1
"Bette Henritze",1
"Bette Rae",1
"Bette Vivian",1
"Bettie Bolling",1
"Bettina Beckman",1
"Bettina Hoppe",1
"Bettina Kenney",1
"Bettina Schausten",1
"Bettina Tietjen",1
"Bettina Zimmermann",1
"Betty Aberlin",1
"Betty Alexander",1
"Betty Anne Rees",1
"Betty Beall",1
"Betty Bench",1
"Betty Blythe",1
"Betty Bronson",1
"Betty Buckley",1
"Betty Carvalho",1
"Betty Cole",1
"Betty Compson",1
"Betty Farrington",1
"Betty Field",1
"Betty Furness",1
"Betty Gabriel",1
"Betty Garde",1
"Betty Gilpin",1
"Betty Grable",1
"Betty Harford",1
"Betty Hutton",1
"Betty Jane Keene",1
"Betty Jane Rhodes",1
"Betty Kennedy",1
"Betty Lawford",1
"Betty Linley",1
"Betty Lou Gerson",1
"Betty Lou Henson",1
"Betty Lou Holland",1
"Betty Lucas",1
"Betty Lynn",1
"Betty Marsden",1
"Betty McGuire",1
"Betty Miller",1
"Betty Moyer",1
"Betty Murphy",1
"Betty Phillips",1
"Betty Philson",1
"Betty Potter",1
"Betty Ramey",1
"Betty Schuurman",1
"Betty Sinclair",1
"Betty Stockfeld",1
"Betty Thomas",1
"Betty Vaughn",1
"Betty Vergès",1
"Betty Walker",1
"Betty Warren",1
"Betty White",1
"Betty Wills Stephens",1
"Bettye Ackerman",1
"Beulah Bondi",1
"Beulah Quo",1
"Bev Appleton",2
"Bev Willis",2
"Beverley Breuer",1
"Beverley Dunn",1
"Beverley Elliott",1
"Beverley Mitchell",1
"Beverley Owen",1
"Beverly Aadland",1
"Beverly Archer",1
"Beverly DAngelo",1
"Beverly Garland",1
"Beverly Hope Atkinson",1
"Beverly Hotsprings",1
"Beverly Johnson",1
"Beverly Leech",1
"Beverly Long",1
"Beverly Lunsford",1
"Beverly Lynne",1
"Beverly Michaels",1
"Beverly Penberthy",1
"Beverly Polcyn",1
"Beverly Powers",1
"Beverly Randolph",1
"Beverly Rhodes",1
"Beverly Roberts",1
"Beverly Sanders",1
"Beverly Todd",1
"Beverly Tyler",1
"Beverly Washburn",1
"Beverly Wills",1
"Bevin McGraw",1
"Bevin Prince",1
"Bex Taylor-Klaus",1
"Bey Brown",1
"Bey Logan",2
"Beyoncé Knowles",1
"Bhagath Manuel",2
"Bhagyashree",1
"Bhanu Sri Mehra",1
"Bharat Jadhav",2
"Bharat Kapoor",2
"Bharath Reddy",2
"Bharath Srinivasan",2
"Bharati Achrekar",1
"Bhasker Patel",2
"Bhavana",1
"Bheeman Raghu",2
"Bhetty Waldron",1
"Bhumi Pednekar",1
"Bhumika Chawla",1
"Bhupendra Kapoor",2
"Biana Tamimi",1
"Bianca A. Santos",1
"Bianca Allaine",1
"Bianca Beauchamp",1
"Bianca Bradey",1
"Bianca Bree",1
"Bianca Chiminello",1
"Bianca Comparato",1
"Bianca Gervais",1
"Bianca Giancoli",1
"Bianca Haase",1
"Bianca Hunter",1
"Bianca Kajlich",1
"Bianca Lawson",1
"Bianca Malinowski",1
"Bibi Andersson",1
"Bibi Besch",1
"Bibi Osterwald",1
"Bibiana Beglau",1
"Bibiana Navas",1
"Bice Valori",1
"Biff Manard",2
"Biff Yeager",2
"Big Boi",2
"Big Boy",2
"Big Daddy Kane",2
"Big Guido",2
"Big Jay Oakerson",2
"Big Mick",2
"Big Pun",2
"Bigelow Cooper",2
"Bijou Phillips",1
"Bil Dwyer",2
"Biljana Filipovic",1
"Biljana Mišić",1
"Bill Adler",2
"Bill Anagnos",2
"Bill Bailey",2
"Bill Baldwin",2
"Bill Barberis",2
"Bill Barclay",2
"Bill Barretta",2
"Bill Baucom",2
"Bill Beauchene",2
"Bill Bellamy",2
"Bill Bernstein",2
"Bill Birch",2
"Bill Bixby",2
"Bill Blair",2
"Bill Boggs",2
"Bill Bolender",2
"Bill Brewer",2
"Bill Brinsfield",2
"Bill Brochtrup",2
"Bill Buell",2
"Bill Burrud",2
"Bill Camp",2
"Bill Capizzi",2
"Bill Caplan",2
"Bill Carr",2
"Bill Carraro",2
"Bill Catching",2
"Bill Cato",2
"Bill Champion",2
"Bill Chott",2
"Bill Clinton",2
"Bill Coates",2
"Bill Cobbs",2
"Bill Condon",2
"Bill Cone",2
"Bill Conklin",2
"Bill Conti",2
"Bill Cordell",2
"Bill Cosby",2
"Bill Couch",2
"Bill Couch Jr.",2
"Bill Croft",2
"Bill Cunningham",2
"Bill Cusack",2
"Bill Cwikowski",2
"Bill Daily",2
"Bill Dana",2
"Bill Dance",2
"Bill Davis",2
"Bill Dean",2
"Bill Dearth",2
"Bill DElia",2
"Bill Dow",2
"Bill Duke",2
"Bill Edwards",2
"Bill Elliott",2
"Bill Engvall",2
"Bill Erwin",2
"Bill Ewing",2
"Bill Fagerbakke",2
"Bill Farmer",2
"Bill Fellows",2
"Bill Ferguson",2
"Bill Finck",2
"Bill Fiore",2
"Bill Fletcher",2
"Bill Flynn",2
"Bill Gerber",2
"Bill Godden",2
"Bill Goldberg",2
"Bill Golodner",2
"Bill Goodwin",2
"Bill Graham",2
"Bill Gratton",2
"Bill Greene",2
"Bill Gribble",2
"Bill Haber",2
"Bill Hader",2
"Bill Hale",2
"Bill Haley",2
"Bill Hart",2
"Bill Hayes",2
"Bill Heck",2
"Bill Henderson",2
"Bill Hibbert",2
"Bill Hickman",2
"Bill Hicks",2
"Bill Hunter",2
"Bill Irwin",2
"Bill Jenkins",2
"Bill Johns",2
"Bill Johnson",2
"Bill Kalmenson",2
"Bill Keller",2
"Bill Kelly",2
"Bill Kerr",2
"Bill Kirchenbauer",2
"Bill Kohne",2
"Bill Laing",2
"Bill Lake",2
"Bill Lancaster",2
"Bill Langlois Monroe",2
"Bill Leadbitter",2
"Bill Lippincott",2
"Bill MacDonald",2
"Bill Macy",2
"Bill Maher",2
"Bill Martin",2
"Bill Martin Williams",2
"Bill Mauldin",2
"Bill Maynard",2
"Bill McCutcheon",2
"Bill McKenzie",2
"Bill McKibben",2
"Bill McLean",2
"Bill McMillian",2
"Bill Medley",2
"Bill Melendez",2
"Bill Miller",2
"Bill Milling",2
"Bill Mootos",2
"Bill Morey",2
"Bill Morrison",2
"Bill Mullikin",2
"Bill Mumy",2
"Bill Murphy",2
"Bill Murray",2
"Bill Nagy",2
"Bill Nighy",2
"Bill Nunn",2
"Bill Nye",2
"Bill Oberst Jr.",2
"Bill OConnor",2
"Bill ONeill",2
"Bill Owen",2
"Bill Pankow",2
"Bill Parks",2
"Bill Paterson",2
"Bill Paxton",2
"Bill Perkins",2
"Bill Phillips",2
"Bill Pugin",2
"Bill Pullman",2
"Bill Quinn",2
"Bill Rampley",2
"Bill Ramsey",2
"Bill Randolph",2
"Bill Raymond",2
"Bill Rebane",2
"Bill Richmond",2
"Bill Roberts",2
"Bill Robinson",2
"Bill Rodgers",2
"Bill Romanowski",2
"Bill Rutherford",2
"Bill Sage",2
"Bill Schoppert",2
"Bill Seward",2
"Bill Shirley",2
"Bill Skarsgård",2
"Bill Smitrovich",2
"Bill Stevenson",2
"Bill Stewart",2
"Bill Stinchcomb",2
"Bill Sweek",2
"Bill Thomas",2
"Bill Thompson",2
"Bill Thornbury",2
"Bill Thurman",2
"Bill Travers",2
"Bill Treacher",2
"Bill Turner",2
"Bill Vint",2
"Bill Walker",2
"Bill Wallace",2
"Bill Wallis",2
"Bill Walsh",2
"Bill Walton",2
"Bill Ward",2
"Bill Watterson",2
"Bill Weston",2
"Bill Wiley",2
"Bill Williams",2
"Bill Wise",2
"Bill Wisely",2
"Bill Wyman",2
"Bill Young",2
